chr	Pos_hg19	Strand	Transcript	Gene	UsedSite	Expression_Average_(%)	Expression_Average_(read)	nbSamp	MES	SSF	bp_pos	bp_zsc	BPP_class	ss_dist	svm_scr	SVM_class	branchpoint_dist	branchpoint_prob	branchpoint_class	LB_pos	LB_score	LB_class	RNABPS_pos	RNABPS_score	RNABPS_class	Cum_class
chr17	56774594	+	NM_058216	RAD51C	0				3.18	61.59	47	6.83	Yes	58	0.04	No	0	0	No	-32	0.53	No	36	69.23	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr19	1212609	+	NM_000455	STK11	0				7.81	88.21	20	5.1	No	43	1.85	Yes	0	0	No	-24	0.4	No	15	65.97	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr11	108095325	+	NM_000051	ATM	0				7.96	78.32	48	7.33	Yes	71	1.49	Yes	0	0	No	-30	0.9	Yes	44	72.86	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr11	94205394	-	NM_005591	MRE11	0				1.06	63.56	24	6.16	Yes	67	-3.42	No	0	0	No	-24	0.76	Yes	41	61.97	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr11	108179365	+	NM_000051	ATM	0				2.95	71.84	16	5.74	Yes	52	-4.33	No	0	0	No	-26	0.53	No	51	54.17	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr17	59806859	-	NM_032043	BRIP1	0				6.41	82.86	18	4.8	No	51	1.6	Yes	0	0	No	-25	0.57	No	41	96.47	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr3	37083079	+	NM_000249	MLH1	0				3.32	66.98	17	5.38	No	9	0.64	No	0	0	No	-25	0.9	Yes	49	66.87	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr15	41009095	+	NM_001164269	RAD51	0				8.89	87.6	24	5.28	No	59	1.19	Yes	0	0	No	-23	0.87	Yes	40	69.65	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr11	108128742	+	NM_000051	ATM	0				1.73	83.16	15	4.47	No	33	0.85	Yes	0	0	No	-55	0.36	No	50	88.62	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr5	131934094	+	NM_005732	RAD50	0				8.1	86.31	24	5.29	No	7	0.51	No	0	0	No	-21	0.52	No	44	58.89	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr17	56795402	+	NM_058216	RAD51C	0				5.07	87.32	26	5.29	No	15	-0.21	No	0	0	No	-26	0.42	No	43	76.99	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr2	47665928	+	NM_000251	MSH2	0				0.43	0	15	5.74	Yes	34	0.39	No	0	0	No	-50	0.52	No	52	47.63	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	75498167	-	NM_001040108	MLH3	0				5.76	89.49	21	4.79	No	5	1.08	Yes	0	0	No	-46	0.83	Yes	43	68.81	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr14	68933888	+	NM_133509	RAD51B	0				1.2	68.98	17	4.68	No	71	0.82	Yes	0	0	No	-20	0.6	No	45	81.25	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	68638605	+	NM_133509	RAD51B	0				3.6	85.02	25	5	No	4	1.39	Yes	0	0	No	-24	0.95	Yes	44	65.48	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr11	108191613	+	NM_000051	ATM	0				1.05	69.3	34	5.62	Yes	6	1.04	Yes	0	0	No	-33	0.64	No	52	80.81	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr13	32911124	+	NM_000059	BRCA2	0				0.84	73.81	24	3.62	No	1	0.11	No	0	0	No	-23	0.67	Yes	44	63.78	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr17	33438231	-	NM_002878	RAD51D	0				3.92	80.12	27	5.48	No	9	1.83	Yes	0	0	No	-29	0.63	No	49	92.04	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr11	94193315	-	NM_005591	MRE11	0				8.19	87.31	33	7.51	Yes	-1	1.29	Yes	0	0	No	-32	0.6	No	40	75.39	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	68474145	+	NM_133509	RAD51B	0				2.84	79.18	37	7.28	Yes	49	1.17	Yes	0	0	No	-36	0.57	No	44	51.25	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	68854544	+	NM_133509	RAD51B	0				1.43	65.98	31	8.84	Yes	58	0.57	No	0	0	No	-35	0.43	No	49	63.22	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	69142191	+	NM_133509	RAD51B	0				3.18	67.18	14	4.43	No	12	1.45	Yes	0	0	No	-26	0.75	Yes	46	82.35	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	68551561	+	NM_133509	RAD51B	0				6.55	78.08	25	4.37	No	23	0.7	No	0	0	No	-24	0.8	Yes	35	90.84	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr14	68309900	+	NM_133509	RAD51B	0				3.86	0	58	7.52	Yes	48	1.98	Yes	0	0	No	-29	0.89	Yes	10	56.62	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr5	131965836	+	NM_005732	RAD50	0				1.1	66.46	29	5.91	Yes	16	1.4	Yes	0	0	No	-28	0.75	Yes	42	92.13	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr3	37055293	+	NM_000249	MLH1	0				3.12	70.69	30	4.47	No	73	-3.24	No	0	0	No	-25	0.3	No	45	63.56	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr2	47767153	+	NM_000251	MSH2	0				2.52	76.69	58	7.73	Yes	43	0.91	Yes	0	0	No	-42	0.43	No	46	72.2	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr2	47777785	+	NM_000251	MSH2	0				3.13	68.34	24	6.54	Yes	23	1.55	Yes	0	0	No	-23	0.72	Yes	45	83.03	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr16	23628643	-	NM_024675	PALB2	0				4.8	0	34	6.28	Yes	26	0.89	Yes	0	0	No	-33	0.61	No	32	64.24	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	68612639	+	NM_133509	RAD51B	0				8.28	80.2	21	5.02	No	58	-3.1	No	0	0	No	-45	0.55	No	42	75.28	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr11	94187054	-	NM_005591	MRE11	0				1.12	61.6	20	4.9	No	61	0.52	No	0	0	No	-48	0.58	No	37	53.6	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	69001701	+	NM_133509	RAD51B	0				9.43	78.22	28	4.94	No	47	0.53	No	0	0	No	-23	0.36	No	40	38.33	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr16	68839517	+	NM_004360	CDH1	0				3.9	83.04	17	4.8	No	56	0.88	Yes	0	0	No	-16	0.38	No	24	60.19	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr5	131941896	+	NM_005732	RAD50	0				2.09	72.65	21	5.43	No	14	0.08	No	0	0	No	-20	0.49	No	49	47.54	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68820355	+	NM_133509	RAD51B	0				0.92	66.94	23	5.83	Yes	68	-4.58	No	0	0	No	-22	0.89	Yes	47	53.26	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr5	131927241	+	NM_005732	RAD50	0				2.04	69.49	15	5.39	No	32	0.81	Yes	0	0	No	-22	0.74	Yes	44	50.25	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr11	108145969	+	NM_000051	ATM	0				0.51	76.69	33	5.43	No	15	0.74	No	0	0	No	-29	0.53	No	46	45.79	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	69101637	+	NM_133509	RAD51B	0				6.19	68.92	34	7.67	Yes	15	1.17	Yes	0	0	No	-33	0.64	No	43	72.64	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	68973722	+	NM_133509	RAD51B	0				8.63	93.84	33	5.82	Yes	30	0.3	No	0	0	No	-32	0.43	No	46	56.55	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	69058755	+	NM_133509	RAD51B	0				6.81	75.77	26	6.49	Yes	9	1.38	Yes	0	0	No	-25	0.93	Yes	49	96.18	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr2	48006432	+	NM_000179	MSH6	0				0.18	76.03	14	5.03	No	12	0.21	No	0	0	No	-21	0.66	Yes	46	94.47	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr17	59814229	-	NM_032043	BRIP1	0				4.63	82.94	18	4.84	No	-4	0.45	No	0	0	No	-17	0.71	Yes	48	69.31	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr17	59832661	-	NM_032043	BRIP1	0				0.89	80.49	31	5.44	No	27	0.68	No	0	0	No	-39	0.69	Yes	47	61.02	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr16	68785025	+	NM_004360	CDH1	0				6.08	80.81	29	5.45	No	74	1.02	Yes	0	0	No	-24	0.67	Yes	44	54.69	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr2	190667541	+	NM_000534	PMS1	0				6.68	84.32	26	5.95	Yes	32	2.03	Yes	0	0	No	-25	0.72	Yes	44	58.28	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr16	68819659	+	NM_004360	CDH1	0				9.28	91.35	9	3.87	No	45	1.15	Yes	0	0	No	-30	0.85	Yes	50	48.03	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr5	131912092	+	NM_005732	RAD50	0				2.67	75.88	33	5.77	Yes	24	0.4	No	0	0	No	-27	0.54	No	38	56.22	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr13	32904674	+	NM_000059	BRCA2	0				1.44	63.24	40	6.52	Yes	36	-3.96	No	0	0	No	-39	0.78	Yes	43	35.48	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68577764	+	NM_133509	RAD51B	0				4.01	82.18	16	4.88	No	62	0.39	No	0	0	No	-50	0.53	No	42	90.76	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr14	68791717	+	NM_133509	RAD51B	0				2.03	70.13	25	5.55	No	12	1.46	Yes	0	0	No	-24	0.51	No	46	95.86	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	68380130	+	NM_133509	RAD51B	0				6.29	77.82	17	6.39	Yes	52	-3.98	No	0	0	No	-16	0.77	Yes	33	67.2	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr2	47662843	+	NM_000251	MSH2	0				5.9	83.82	27	5.38	No	7	1.29	Yes	0	0	No	-26	0.73	Yes	51	89.62	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr13	32974889	+	NM_000059	BRCA2	0				5.12	87.02	22	3.68	No	10	0.32	No	0	0	No	-22	0.38	No	42	64.88	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr10	89679168	+	NM_000314	PTEN	0				2.88	80.73	19	4.53	No	3	1.16	Yes	0	0	No	-18	0.64	No	49	56.59	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	68325134	+	NM_133509	RAD51B	0				0.1	0	14	5.37	No	18	0.77	Yes	0	0	No	-27	0.5	No	40	77.51	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr2	190710501	+	NM_000534	PMS1	0				5.13	87.77	50	5.05	No	36	1.13	Yes	0	0	No	-19	0.53	No	22	82.94	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr10	89649357	+	NM_000314	PTEN	0				1.97	71.03	29	5.82	Yes	-4	0.16	No	0	0	No	-28	0.87	Yes	50	49.7	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68645295	+	NM_133509	RAD51B	0				3.98	78.32	25	5	No	8	0.6	No	0	0	No	-24	0.88	Yes	38	92.04	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr14	68348409	+	NM_133509	RAD51B	0				9.48	85.36	27	6.61	Yes	14	1.04	Yes	0	0	No	-26	0.42	No	44	95.29	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr2	190725003	+	NM_000534	PMS1	0				1.73	77.58	28	7.44	Yes	46	1.23	Yes	0	0	No	-27	0.78	Yes	41	41.57	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr16	23642914	-	NM_024675	PALB2	0				5.75	74.95	27	5.1	No	3	1.02	Yes	0	0	No	-26	0.71	Yes	55	43.84	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr14	68783471	+	NM_133509	RAD51B	0				6.05	78.82	32	7.98	Yes	67	1.04	Yes	0	0	No	-31	0.47	No	44	68.31	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	75509384	-	NM_001040108	MLH3	0				3.77	66.74	61	7.72	Yes	25	1.08	Yes	0	0	No	-30	0.46	No	37	54.75	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr22	29107509	-	NM_001005735	CHEK2	0				2.79	0	14	3.76	No	36	1.65	Yes	0	0	No	-28	0.54	No	39	89.21	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	69120349	+	NM_133509	RAD51B	0				1.3	67.67	23	5.05	No	8	-0.64	No	0	0	No	-22	0.77	Yes	50	79.97	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr13	32908934	+	NM_000059	BRCA2	0				6.79	70.72	16	5.48	No	33	0.54	No	0	0	No	-26	0.36	No	46	81.3	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr14	68674732	+	NM_133509	RAD51B	0				2.51	68.16	25	5.33	No	42	0.83	Yes	0	0	No	-24	0.72	Yes	45	83.86	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	68303997	+	NM_133509	RAD51B	0				2.39	71.29	23	3.36	No	10	0.81	Yes	0	0	No	-52	0.89	Yes	48	44.2	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr10	89693965	+	NM_000314	PTEN	0				3.13	77.07	27	5.39	No	70	0.67	No	0	0	No	-22	0.52	No	38	72.38	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr14	68412740	+	NM_133509	RAD51B	0				8.98	79.73	32	5.8	Yes	5	0.89	Yes	0	0	No	-18	0.75	Yes	46	65.21	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr17	7566733	-	NM_000546	TP53	0				2.9	77.67	17	4.45	No	32	0.15	No	0	0	No	-26	0.83	Yes	44	87.91	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr11	108201513	+	NM_000051	ATM	0				0.8	80.2	29	3.72	No	62	-4.47	No	0	0	No	-28	0.74	Yes	47	57.95	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr10	89677042	+	NM_000314	PTEN	0				4.81	77.92	20	5.1	No	16	0.3	No	0	0	No	-59	0.43	No	42	68.62	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr2	48028481	+	NM_000179	MSH6	0				4.5	83.19	22	5.74	Yes	68	0.14	No	0	0	No	-21	0.97	Yes	43	70.8	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr10	89661714	+	NM_000314	PTEN	0				4.8	83.53	29	5.84	Yes	41	0.6	No	0	0	No	-21	0.4	No	48	82.17	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr2	215672414	-	NM_000465	BARD1	0				2.1	85.71	33	5.74	Yes	12	1.04	Yes	0	0	No	-32	0.77	Yes	46	93.07	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr11	94219795	-	NM_005591	MRE11	0				5.38	67.54	23	5.18	No	42	1.05	Yes	0	0	No	-20	0.48	No	47	72.99	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr11	108238039	+	NM_000051	ATM	0				3.78	80.78	23	6.65	Yes	12	1.1	Yes	0	0	No	-22	0.81	Yes	46	88.99	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	69030237	+	NM_133509	RAD51B	0				1.58	72.46	16	5.89	Yes	65	-3.08	No	26	0.21	Yes	-30	0.38	No	41	20.43	No	BPP: Yes, SVM: No, Branch: , LB: No, RNABPS: No
chr14	69000938	+	NM_133509	RAD51B	0				4.01	74.81	9	5.39	No	72	-5.83	No	0	0	No	-25	0.38	No	52	53.29	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr17	7583055	-	NM_000546	TP53	0				0.34	0	25	4.49	No	10	0.96	Yes	0	0	No	-24	0.89	Yes	48	88.69	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr2	47684389	+	NM_000251	MSH2	0				3.58	70.6	33	6.47	Yes	35	1.69	Yes	0	0	No	-32	0.63	No	51	34.49	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr17	59927270	-	NM_032043	BRIP1	0				1	69.61	30	5.52	No	55	-3.11	No	0	0	No	-30	0.82	Yes	37	38.67	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr11	108224903	+	NM_000051	ATM	0				2.46	71.59	13	4.36	No	53	-3.73	No	0	0	No	-17	0.62	No	58	45.43	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68549473	+	NM_133509	RAD51B	0				4.4	80.14	13	6.16	Yes	37	0.36	No	0	0	No	-31	0.62	No	43	73.11	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr10	89729186	+	NM_000314	PTEN	0				1.22	78.97	38	6.62	Yes	67	-3.83	No	0	0	No	-35	0.43	No	49	87.7	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr11	94193207	-	NM_005591	MRE11	0				7.25	92.58	30	7.06	Yes	19	2.11	Yes	0	0	No	-29	0.87	Yes	39	39.96	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr17	33432096	-	NM_002878	RAD51D	0				8.86	90.95	27	6.26	Yes	44	1.09	Yes	0	0	No	-30	0.32	No	56	40.38	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr16	68843943	+	NM_004360	CDH1	0				1.78	71.51	29	7.04	Yes	45	0.52	No	0	0	No	-28	0.93	Yes	47	92.23	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr16	23618421	-	NM_024675	PALB2	0				3.35	85.22	18	5.74	Yes	45	0.08	No	0	0	No	-17	0.4	No	48	61.91	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr2	190715617	+	NM_000534	PMS1	0				1.82	61.57	14	4.74	No	40	-2.66	No	0	0	No	-24	0.3	No	58	51.65	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68755010	+	NM_133509	RAD51B	0				4.32	75.05	21	4.22	No	13	0.37	No	0	0	No	-18	0.66	No	45	81.89	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr16	23640419	-	NM_024675	PALB2	0				2.89	69.93	23	4.58	No	43	-2.73	No	0	0	No	-22	0.77	Yes	42	79.43	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr14	68776998	+	NM_133509	RAD51B	0				5.71	81.69	15	5.57	Yes	54	0.42	No	0	0	No	-21	0.52	No	47	52.11	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	69102656	+	NM_133509	RAD51B	0				11.77	92.03	35	4.88	No	40	0.8	Yes	0	0	No	-26	0.83	Yes	36	71.22	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr4	84387516	-	NM_139076	FAM175A	0				6.05	75.49	29	6.04	Yes	55	0.45	No	0	0	No	-28	0.89	Yes	44	53.07	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68559437	+	NM_133509	RAD51B	0				4.99	76.22	28	6.5	Yes	34	1.32	Yes	0	0	No	-27	0.75	Yes	24	95.41	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	69091255	+	NM_133509	RAD51B	0				5.62	75.54	18	4.83	No	14	0.3	No	0	0	No	-17	0.48	No	44	73.16	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr11	108102047	+	NM_000051	ATM	0				0.3	56.46	37	5.24	No	59	0.28	No	0	0	No	-36	0.87	Yes	40	27.89	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr11	108122288	+	NM_000051	ATM	0				0.72	67.2	17	5.19	No	59	1.39	Yes	0	0	No	-20	0.73	Yes	38	84.49	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr8	90971147	-	NM_002485	NBN	0				1.77	64.32	18	5.12	No	-1	0.49	No	0	0	No	-28	0.56	No	46	53.82	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr9	21989062	-	NM_000077	CDKN2A	0				1.96	73.95	33	6.36	Yes	4	0.31	No	0	0	No	-32	0.76	Yes	23	83.85	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr17	41263453	-	NM_007294	BRCA1	0				1.88	68.95	21	5.92	Yes	59	1.41	Yes	0	0	No	-20	0.85	Yes	42	91.16	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	68721370	+	NM_133509	RAD51B	0				2.3	64.14	20	3.92	No	55	0.62	No	0	0	No	-29	0.5	No	47	68.39	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68924810	+	NM_133509	RAD51B	0				2.13	63.55	20	4.67	No	25	1.01	Yes	0	0	No	-19	0.57	No	33	80.48	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr2	47649395	+	NM_000251	MSH2	0				4	71.05	22	6.16	Yes	62	0.7	No	0	0	No	-26	0.49	No	49	78.37	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr7	6011013	-	NM_000535	PMS2	0				0.37	77.95	22	5.29	No	16	-2.28	No	0	0	No	-26	0.61	No	63	30.06	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr17	59880852	-	NM_032043	BRIP1	0				5.09	80.34	36	8.48	Yes	64	1.55	Yes	0	0	No	-35	0.73	Yes	46	29.31	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr17	41236622	-	NM_007294	BRCA1	0				0.29	75.74	18	4.9	No	51	-3.22	No	0	0	No	-44	0.35	No	46	35.84	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr3	37084412	+	NM_000249	MLH1	0				0.1	66.57	32	4.36	No	43	-3.74	No	0	0	No	-31	0.55	No	50	28.02	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68894973	+	NM_133509	RAD51B	0				2.21	67.85	13	4.36	No	56	-4.9	No	0	0	No	-37	0.74	Yes	53	65.1	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68780256	+	NM_133509	RAD51B	0				3.12	67.74	27	5.06	No	38	0.39	No	0	0	No	-22	0.72	Yes	42	60.06	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr13	32927299	+	NM_000059	BRCA2	0				1.43	70.28	16	4.31	No	15	1.09	Yes	0	0	No	-20	0.51	No	43	89.06	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	75494230	-	NM_001040108	MLH3	0				0.32	74.68	48	5.91	Yes	4	0.1	No	0	0	No	-47	0.54	No	54	88.29	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr17	7587958	-	NM_000546	TP53	0				10.69	87.68	20	4.76	No	2	0.62	No	0	0	No	-19	0.69	Yes	40	66.14	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr4	84382870	-	NM_139076	FAM175A	0				2.28	73.27	19	4.9	No	34	-3.55	No	0	0	No	-26	0.77	Yes	50	78.4	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr14	69079459	+	NM_133509	RAD51B	0				3.1	67.54	13	5.1	No	64	-5.44	No	0	0	No	-35	0.3	No	40	48.48	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr11	108164908	+	NM_000051	ATM	0				3.47	69.14	13	5.16	No	1	0.59	No	0	0	No	-29	0.67	Yes	45	73.14	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr3	37066462	+	NM_000249	MLH1	0				0.24	59.44	24	5.1	No	60	0.49	No	0	0	No	-23	0.9	Yes	30	92.21	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr7	6032804	-	NM_000535	PMS2	0				0.66	0	33	5.73	Yes	38	1.13	Yes	0	0	No	-32	0.51	No	51	30.22	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr17	41248975	-	NM_007294	BRCA1	0				2.5	0	22	4.8	No	45	1.32	Yes	0	0	No	-21	0.97	Yes	43	34.47	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr3	37085274	+	NM_000249	MLH1	0				0.69	83.77	17	5.6	Yes	3	0.77	No	0	0	No	-28	0.73	Yes	50	63.2	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr11	108113698	+	NM_000051	ATM	0				1.58	64.18	25	4.9	No	52	1.18	Yes	0	0	No	-20	0.79	Yes	54	73.45	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr13	32910605	+	NM_000059	BRCA2	0				4.4	85.31	25	5.52	No	69	-3	No	0	0	No	-25	0.28	No	52	77.86	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr14	68744578	+	NM_133509	RAD51B	0				4.09	77.8	27	5.74	Yes	37	1.12	Yes	0	0	No	-26	0.92	Yes	46	56.89	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr14	68804719	+	NM_133509	RAD51B	0				2.22	81.35	26	5.56	Yes	58	1.2	Yes	0	0	No	-31	0.39	No	12	45.04	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr11	108204765	+	NM_000051	ATM	0				0.33	60.79	20	4.57	No	44	1.38	Yes	0	0	No	-22	0.72	Yes	14	58.41	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
